Name,Price,Vin Number,Vehicle Summary,Top features & Specs
2015 BMW M4,"$47,499",WBS3R9C54FK335363,"35,299 miles, automated manual transmission, rear wheel drive, 17 city / 26 hwy, 4 Seats","Dual-Zone Climate Control, Heated Seats, Heated Steering Wheel, Keyless Entry, Navigation System, Seat Memory, Steering Wheel Controls, Aux Audio Adapter, Handsfree/Bluetooth Integration, Harman/Kardon Sound System, Blind Spot Monitor, Head-Up Display, Parking Sensors, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Adaptive Headlights, Heated Mirrors"
2016 Honda Accord,"$19,999",1HGCR2F7XGA120543,"46,879 miles, automatic transmission, front wheel drive, 185 horsepower, gas engine, 27 city / 37 hwy, 5 Seats","Keyless Entry, Steering Wheel Controls, Handsfree/Bluetooth Integration, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Automatic Headlights, Heated Mirrors, Turn Signal Mirrors"
2017 Hyundai Sonata,"$20,590",5NPE34AF4HH556818,"19,902 miles, automatic transmission, front wheel drive, 185 horsepower, gas engine, 25 city / 36 hwy, 5 Seats","Keyless Entry, Tilt & Telescoping Wheel, Bluetooth Wireless, Electronic Stability Control"
2016 GMC Terrain,"$16,999",2GKALMEK7G6284262,"78,908 miles, automatic transmission, front wheel drive, 182 horsepower, gas engine, 22 city / 32 hwy, 5 Seats","Remote Keyless Entry, Rear-View Camera, Tire Pressure Monitoring System"
2019 Alfa Romeo Giulia,"$34,590",ZARFAMBNXK7604128,"22,129 miles, automatic transmission, rear wheel drive, 280 horsepower, gas engine, 24 city / 33 hwy, 5 Seats","Heated Seats, Navigation System, Power Trunk Release, Push Button Start, Tilt & Telescoping Wheel, Bluetooth Wireless, Electronic Stability Control, Bi-Xenon Headlamps"
2015 Honda CR-V,"$23,999",5J6RM4H91FL125712,"33,536 miles, automatic transmission, all wheel drive, 185 horsepower, gas engine, 26 city / 33 hwy, 5 Seats","Auto Climate Control, Dual-Zone Climate Control, Heated Seats, Remote Keyless Entry, Seat Memory, Steering Wheel Controls, Stability Control, Tire Pressure Monitoring System, Heated Mirrors, Roof Rails, Turn Signal Mirrors"
2018 Dodge Charger,"$28,999",2C3CDXJGXJH174469,"35,712 miles, automatic transmission, all wheel drive, 300 horsepower, gas engine, 18 city / 27 hwy, 5 Seats","Auto Climate Control, Dual-Zone Climate Control, Heated Seats, Keyless Entry, Remote Start, Steering Wheel Controls, Handsfree/Bluetooth Integration, Premium Sound System, Blind Spot Monitor, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Heated Mirrors, LED Fog Lights"
2013 Hyundai Elantra GT,"$17,590",KMHD35LE2DU104786,"30,122 miles, automatic transmission, front wheel drive, 27 city / 37 hwy, 5 Seats","Heated Seats, Keyless Entry, Navigation System, Tilt & Telescoping Wheel, Bluetooth Wireless, Stability Control, Fog Lights"
2015 Mazda CX-5,"$17,999",JM3KE4DY0F0479229,"97,018 miles, automatic transmission, all wheel drive, 184 horsepower, gas engine, 24 city / 30 hwy, 5 Seats","Navigation System, Steering Wheel Controls, Handsfree/Bluetooth Integration, Blind Spot Monitor, Rear-View Camera, Tire Pressure Monitoring System, Automatic Headlights, Turn Signal Mirrors"
2019 Nissan Sentra,"$19,590",3N1AB7AP4KL606591,"21,257 miles, automatic transmission, front wheel drive, 29 city / 37 hwy, 5 Seats","Push Button Start, Tilt & Telescoping Wheel, Bluetooth Wireless"
2017 Ford F-150,"$33,874",1FTEW1EP0HFC13491,"45,627 miles, automatic transmission, four wheel drive, 325 horsepower, gas engine, 17 city / 23 hwy, 5'7” bed length, 6 Seats","Activated touchscreen navigation system, Keyless Entry, Steering Wheel Controls, Android Auto, Apple CarPlay, DELETES auxiliary audio input jack, Smart Device Integration, Brake Assist, Electronic Stability Control, 4WD, Auto-Off Headlights"
2019 Toyota Avalon,"$33,499",4T1BZ1FB2KU002255,"38,389 miles, automatic transmission, front wheel drive, 301 horsepower, gas engine, 22 city / 31 hwy, 5 Seats","Adaptive Cruise Control, Auto Climate Control, Dual-Zone Climate Control, Heated Seats, Heated Steering Wheel, Navigation System, Passive Keyless Entry, Apple Carplay, Smart Device Integration, Blind Spot Monitor, Collision Warning System, Head-Up Display, Lane Departure Warning, No pressure, Stability Control, Adaptive Headlights, Heated Mirrors, Turn Signal Mirrors"
2019 Kia Optima,"$21,990",5XXGT4L3XKG373079,"15,380 miles, automatic transmission, front wheel drive, 185 horsepower, gas engine, 24 city / 33 hwy, 5 Seats","Keyless Entry, Tilt & Telescoping Wheel, Bluetooth Wireless, Blind-Spot Collision Warning, Electronic Stability Control, Lane Departure Warning System, Premium Wheels"
2016 Ram 1500,"$24,990",3C6JR6AG9GG128663,"33,222 miles, automatic transmission, rear wheel drive, 305 horsepower, flex-fuel (FFV) engine, 17 city / 25 hwy, 6'4” bed length, 3 Seats","ABS (4-Wheel), AM/FM Stereo, Air Conditioning, Bed Liner, Cruise Control, Dual Air Bags, Electronic Stability Control, Hard Tonneau Cover, Head Curtain Air Bags, Keyless Entry, Power Door Locks, Power Steering, Power Windows, Side Air Bags, Sliding Rear Window, Steel Wheels, Tilt Wheel, Towing Pkg, Uconnect"
2018 Chevrolet Camaro,"$35,999",1G1FF1R70J0155320,"22,190 miles, automatic transmission, rear wheel drive, 16 city / 25 hwy, 4 Seats","Auto Climate Control, Keyless Entry, Remote Start, Android Auto, Apple Carplay, Aux Audio Adapter, Smart Device Integration, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Automatic Headlights"
2014 Toyota Highlander,"$22,499",5TDJKRFH2ES011408,"108,366 miles, automatic transmission, all wheel drive, 270 horsepower, gas engine, 18 city / 24 hwy, 7 Seats","Auto Climate Control, Heated Seats, Navigation System, Power Liftgate, Steering Wheel Controls, Three-Zone Climate Control, Handsfree/Bluetooth Integration, Rear-View Camera, Stability Control, Automatic Headlights, Heated Mirrors, Roof Rails, Trailer Wiring"
2015 Honda Accord,"$18,499",1HGCT1B78FA006119,"44,604 miles, automatic transmission, front wheel drive, 185 horsepower, gas engine, 26 city / 35 hwy, 5 Seats","Auto Climate Control, Dual-Zone Climate Control, Remote Keyless Entry, Steering Wheel Controls, Aux Audio Adapter, Handsfree/Bluetooth Integration, Blind Spot Monitor, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Automatic Headlights, Heated Mirrors, Turn Signal Mirrors"
2018 BMW 5 Series,"$42,990",WBAJE7C56JWD53380,"34,768 miles, automatic transmission, all wheel drive, 335 horsepower, gas engine, 20 city / 29 hwy, 5 Seats","Dynamic Cruise Control, Heated Seats, Navigation System, Power Trunk Release, Push Button Start, Tilt & Telescoping Wheel, Bluetooth Wireless, Dynamic Traction Control, Head-Up Display, Fog Lights"
2019 Dodge Charger,"$38,999",2C3CDXGJ6KH710399,"28,160 miles, automatic transmission, rear wheel drive, 485 horsepower, gas engine, 15 city / 25 hwy, 5 Seats","Dual-Zone Climate Control, Heated Seats, Heated Steering Wheel, Keyless Ignition, Remote Start, Steering Wheel Controls, Android Auto, Apple Carplay, Premium Sound System, Smart Device Integration, Wi-Fi Hotspot, Rear Parking Sensors, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, LED Fog Lights"
2017 Nissan Altima,"$17,499",1N4AL3AP9HN349249,"55,326 miles, automatic transmission, front wheel drive, 179 horsepower, gas engine, 27 city / 39 hwy, 5 Seats","Passive Keyless Entry, Remote Start, Smart Device Integration, Individual Tire Pressure Monitoring System, Rear-View Camera, Automatic Headlights"
2019 Honda Accord,"$26,499",1HGCV1F38KA088235,"19,579 miles, automatic transmission, front wheel drive, 192 horsepower, gas engine, 29 city / 35 hwy, 5 Seats","Auto Climate Control, Dual-Zone Climate Control, Keyless Ignition, Steering Wheel Controls, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Automatic Headlights"
2015 Toyota RAV4,"$21,499",JTMYFREV3FD078896,"44,671 miles, automatic transmission, front wheel drive, 176 horsepower, gas engine, 24 city / 31 hwy, 5 Seats","Dual-Zone Climate Control, Heated Seats, Navigation System, Power Liftgate, Remote Keyless Entry, Seat Memory, Steering Wheel Controls, Handsfree/Bluetooth Integration, Premium Sound System, No pressure, Rear-View Camera, Stability Control, Halogen Headlights, Heated Mirrors, Roof Rails, Turn Signal Mirrors"
2020 Jeep Grand Cherokee,"$39,990",1C4RJFBG3LC304511,"21,665 miles, automatic transmission, four wheel drive, 293 horsepower, gas engine, 18 city / 25 hwy, 5 Seats","Heated Seats, Keyless Entry, Navigation System, Power Liftgate Release, Bluetooth Wireless, Blind-Spot Alert, Electronic Stability Control, Fog Lights"
2018 Ford Focus,"$16,990",1FADP3K28JL329189,"25,018 miles, automated manual transmission, front wheel drive, 24 city / 34 hwy, 5 Seats","Keyless Entry, Tilt & Telescoping Wheel, Bluetooth Wireless"
2015 BMW 3 Series,"$18,499",WBA3B1C59FK137386,"66,266 miles, automatic transmission, rear wheel drive, 180 horsepower, gas engine, 24 city / 36 hwy, 5 Seats","Auto Climate Control, Dual-Zone Climate Control, Keyless Ignition, Seat Memory, Steering Wheel Controls, Handsfree/Bluetooth Integration, No pressure, Parking Sensors, Rear-View Camera"
2019 Jeep Cherokee,"$23,990",1C4PJLLB8KD369940,"33,931 miles, automatic transmission, front wheel drive, 180 horsepower, gas engine, 22 city / 31 hwy, 5 Seats","Keyless Entry, Tilt & Telescoping Wheel, Bluetooth Wireless, Stability Control, LED Headlamps"
2019 Alfa Romeo Stelvio,"$38,499",ZASPAKBN8K7C30483,"20,712 miles, automatic transmission, all wheel drive, 280 horsepower, gas engine, 22 city / 28 hwy, 5 Seats","Adaptive Cruise Control, Dual-Zone Climate Control, Heated Seats, Heated Steering Wheel, Navigation System, Power Liftgate, Rain-Sensing Wipers, Remote Keyless Entry, Remote Start, Steering Wheel Controls, Android Auto, Apple Carplay, Handsfree/Bluetooth Integration, Harman/Kardon Sound System, Blind Spot Monitor, Collision Warning System, Lane Departure Warning, No pressure, Rear-View Camera, Heated Mirrors"
2015 Ford Mustang,"$20,999",1FATP8EM3F5364482,"49,103 miles, manual transmission, rear wheel drive, 17 city / 28 hwy, 4 Seats","Remote Keyless Entry, Steering Wheel Controls, Aux Audio Adapter, Smart Device Integration, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Automatic Headlights"
2019 Nissan Rogue,"$28,999",5N1AT2MV5KC833237,"18,146 miles, automatic transmission, all wheel drive, 170 horsepower, gas engine, 25 city / 32 hwy, 5 Seats","Adaptive Cruise Control, Auto Climate Control, Dual-Zone Climate Control, Heated Seats, Heated Steering Wheel, Keyless Ignition, Navigation System, Remote Start, Seat Memory, Steering Wheel Controls, Android Auto, Apple Carplay, Handsfree/Bluetooth Integration, Blind Spot Monitor, Lane Departure Warning, Rear Parking Sensors, Tire Pressure Monitoring System, Automatic Headlights, Heated Mirrors, Roof Rails"
2017 Toyota Sienna,"$26,499",5TDZZ3DC9HS839799,"49,366 miles, automatic transmission, front wheel drive, 19 city / 27 hwy, 7 Seats","Auto Climate Control, Remote Keyless Entry, Three-Zone Climate Control, Handsfree/Bluetooth Integration, No pressure, Rear-View Camera, Stability Control, Automatic Headlights"
2017 Ford Explorer,"$25,999",1FM5K7D82HGE24464,"44,361 miles, automatic transmission, front wheel drive, 17 city / 24 hwy, 7 Seats","Keyless Entry Keypad, Steering Wheel Controls, Handsfree/Bluetooth Integration, Rear Parking Sensors, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Heated Mirrors, LED Fog Lights, Roof Rails, Turn Signal Mirrors"
2013 Lexus GS 350,"$23,499",JTHBE1BL0D5012406,"68,543 miles, automatic transmission, rear wheel drive, 306 horsepower, gas engine, 19 city / 28 hwy, 5 Seats","Auto Climate Control, Dual-Zone Climate Control, Heated Seats, Navigation System, Rain-Sensing Wipers, Remote Keyless Entry, Seat Memory, Steering Wheel Controls, Mark Levinson Sound System, Blind Spot Monitor, No pressure, Parking Sensors, Rear-View Camera, Fog Lights"
2018 Mazda CX-5,"$25,499",JM3KFBCM2J0474526,"30,876 miles, automatic transmission, all wheel drive, 187 horsepower, gas engine, 24 city / 30 hwy, 5 Seats","Adaptive Cruise Control, Auto Climate Control, Dual-Zone Climate Control, Heated Seats, Rain-Sensing Wipers, Remote Keyless Entry, Steering Wheel Controls, Handsfree/Bluetooth Integration, Blind Spot Monitor, Collision Warning System, Lane Departure Warning, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Automatic Headlights, Turn Signal Mirrors"
2017 Ford Fusion,"$20,990",3FA6P0H91HR316694,"22,102 miles, automatic transmission, front wheel drive, 245 horsepower, gas engine, 21 city / 32 hwy, 5 Seats","Keyless Entry, Tilt & Telescoping Wheel, Bluetooth Wireless"
2014 Jeep Grand Cherokee,"$20,499",1C4RJFBG3EC486651,"90,299 miles, automatic transmission, four wheel drive, 290 horsepower, flex-fuel (FFV) engine, 17 city / 24 hwy, 5 Seats","Dual-Zone Climate Control, Heated Steering Wheel, Navigation System, Power Liftgate, Rear Heated Seats, Remote Keyless Entry, Remote Start, Seat Memory, Steering Wheel Controls, Handsfree/Bluetooth Integration, Subwoofer, Rear Parking Sensors, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Halogen Headlights, Heated Mirrors, Turn Signal Mirrors"
,,,,
2016 Jeep Wrangler,"$34,499",1C4AJWBG9GL227727,"29,067 miles, automatic transmission, four wheel drive, 17 city / 21 hwy, 4 Seats","Auto Climate Control, Heated Seats, Navigation System, Remote Keyless Entry, Remote Start, Steering Wheel Controls, Subwoofer, Collision Warning System, Stability Control, Tire Pressure Monitoring System"
2019 Toyota Highlander,"$28,999",5TDZZRFH9KS290804,"66,134 miles, automatic transmission, front wheel drive, 295 horsepower, gas engine, 20 city / 27 hwy, 8 Seats","Adaptive Cruise Control, Remote Keyless Entry, Steering Wheel Controls, Smart Device Integration, Collision Warning System, Lane Departure Warning, Rear-View Camera, Automatic Headlights, Heated Mirrors"
2016 Subaru Forester,"$23,499",JF2SJAKC0GH562478,"37,798 miles, automatic transmission, all wheel drive, 170 horsepower, gas engine, 24 city / 32 hwy, 5 Seats","Auto Climate Control, Heated Seats, Navigation System, Power Liftgate, Remote Keyless Entry, Steering Wheel Controls, Harman/Kardon Sound System, Smart Device Integration, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Halogen Headlights, Heated Mirrors, Roof Rails"
2018 Chevrolet Sonic,"$17,990",1G1JD5SB9J4109578,"30,572 miles, automatic transmission, front wheel drive, 138 horsepower, gas engine, 25 city / 34 hwy, 5 Seats","Keyless Entry, Tilt & Telescoping Wheel, Bluetooth Wireless"
2018 Toyota Camry,"$20,999",4T1B11HK3JU567598,"51,830 miles, automatic transmission, front wheel drive, 203 horsepower, gas engine, 28 city / 39 hwy, 5 Seats","Adaptive Cruise Control, Remote Keyless Entry, Steering Wheel Controls, Smart Device Integration, Blind Spot Monitor, Collision Warning System, Lane Departure Warning, No pressure, Rear-View Camera, Stability Control, Turn Signal Mirrors"
2020 Toyota Camry,"$32,499",4T1K61AK8LU318485,"23,846 miles, automatic transmission, front wheel drive, 206 horsepower, gas engine, 27 city / 38 hwy, 5 Seats","Adaptive Cruise Control, Auto Climate Control, Dual-Zone Climate Control, Heated Seats, Passive Keyless Entry, Android Auto, Apple Carplay, Handsfree/Bluetooth Integration, Blind Spot Monitor, Collision Warning System, Lane Departure Warning, No pressure, Rear-View Camera, Stability Control, Automatic Headlights"
2018 Jeep Compass,"$22,999",3C4NJDBB7JT282411,"18,910 miles, automatic transmission, four wheel drive, 180 horsepower, gas engine, 22 city / 31 hwy, 5 Seats","17 Inch Wheels, 3-Point Seat Belts, 4-Wheel Independent Suspension, 5-Passenger Seating, Adjustable Lumbar Support, Adjustable Seats, Adjustable Steering Wheel, Air Conditioning, Alloy Wheels, Ambient Lighting, Automatic Headlights, Automatic Rollover Support System, Child Safety Locks, Child Seat Anchors, Cruise Control, Daytime Running Lights, Digital Instrument Cluster, Dual-Zone Climate Control, Electric Parking Brake, Fog Lights"
2021 Ram 1500,"$61,999",1C6SRFHT8MN581375,"15,643 miles, automatic transmission, four wheel drive, 395 horsepower, 17 city / 22 hwy, 5'7” bed length, 5 Seats","Adaptive Cruise Control, Dual-Zone Climate Control, Heated Steering Wheel, Navigation System, Rain-Sensing Wipers, Rear Heated Seats, Remote Keyless Entry, Remote Start, Seat Memory, Android Auto, Apple Carplay, Harman/Kardon Sound System, WiFi Hotspot, Wireless Phone Charger, Blind Spot Monitor, Collision Warning System, Front Parking Sensors, Lane Departure Warning, Rear-View Camera, Tire Pressure Monitoring System, LED Fog Lights, Trailer Hitch, Turn Signal Mirrors"
2017 Buick Regal,"$23,990",2G4GM5EX6H9127225,"7,427 miles, automatic transmission, all wheel drive, 259 horsepower, gas engine, 19 city / 27 hwy, 5 Seats","Heated Seats, Keyless Entry, Navigation System, Power Trunk Release, Tilt & Telescoping Wheel, Bluetooth Wireless, Fog Lights"
2018 BMW 5 Series,"$36,990",WBAJA7C54JWC76164,"40,253 miles, automatic transmission, all wheel drive, 248 horsepower, gas engine, 23 city / 33 hwy, 5 Seats","Dynamic Cruise Control, Heated Seats, Navigation System, Power Trunk Release, Push Button Start, Tilt & Telescoping Wheel, Bluetooth Wireless, Dynamic Stability Control, Fog Lights"
2016 Lincoln MKX,"$28,990",2LMTJ8LPXGBL22302,"59,009 miles, automatic transmission, all wheel drive, 335 horsepower, gas engine, 17 city / 26 hwy, 5 Seats","Cooled Seats, Heated Seats, Keyless Start, Navigation System, Tilt & Telescoping Wheel, Bluetooth Wireless, Parking Sensors, HID Adaptive Headlamps"
2017 Mazda CX-5,"$25,499",JM3KFBDL0H0170823,"33,017 miles, automatic transmission, all wheel drive, 187 horsepower, gas engine, 23 city / 29 hwy, 5 Seats","Adaptive Cruise Control, Auto Climate Control, Dual-Zone Climate Control, Heated Seats, Keyless Entry, Navigation System, Power Liftgate, Rain-Sensing Wipers, Steering Wheel Controls, Handsfree/Bluetooth Integration, Blind Spot Monitor, Collision Warning System, Lane Departure Warning, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Heated Mirrors, LED Fog Lights, Turn Signal Mirrors"
2018 Ford Mustang,"$41,999",1FA6P8CFXJ5185222,"10,090 miles, manual transmission, rear wheel drive, 15 city / 25 hwy, 4 Seats","Adaptive Cruise Control, Auto Climate Control, Dual-Zone Climate Control, Heated Seats, Keyless Entry, Navigation System, Steering Wheel Controls, Handsfree/Bluetooth Integration, Blind Spot Monitor, Rear Parking Sensors, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Heated Mirrors, LED Fog Lights, Turn Signal Mirrors"
2014 Nissan Juke,"$16,990",JN8AF5MR3ET354954,"22,166 miles, automatic transmission, front wheel drive, 27 city / 32 hwy, 5 Seats","Keyless Entry, Bluetooth Wireless, Premium Wheels"
2018 Nissan Maxima,"$25,999",1N4AA6AP1JC370654,"44,489 miles, automatic transmission, front wheel drive, 300 horsepower, gas engine, 21 city / 30 hwy, 5 Seats","Adaptive Cruise Control, Auto Climate Control, Dual-Zone Climate Control, Heated Seats, Heated Steering Wheel, Navigation System, Passive Keyless Entry, Remote Start, Steering Wheel Controls, Android Auto, Apple Carplay, Handsfree/Bluetooth Integration, Blind Spot Monitor, Rear Parking Sensors, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Halogen Fog Lights, Heated Mirrors, Turn Signal Mirrors"
2014 Ford Fusion,"$16,590",3FA6P0HD1ER103390,"66,215 miles, automatic transmission, front wheel drive, 231 horsepower, gas engine, 22 city / 34 hwy, 5 Seats","Adaptive Cruise Control, Heated Seats, Keyless Entry, Navigation System, Tilt & Telescoping Wheel, Parking Sensors, Premium Wheels"
2016 Lexus RX 350,"$32,499",2T2BZMCA8GC046553,"55,828 miles, automatic transmission, all wheel drive, 295 horsepower, gas engine, 19 city / 26 hwy, 5 Seats","Adaptive Cruise Control, Dual-Zone Climate Control, Heated Seats, Heated Steering Wheel, Keyless Ignition, Navigation System, Power Liftgate, Rain-Sensing Wipers, Seat Memory, Steering Wheel Controls, Handsfree/Bluetooth Integration, Premium Sound System, Blind Spot Monitor, Front Parking Sensors, Lane Departure Warning, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Automatic Headlights, Heated Mirrors, Roof Rails"
2018 Ford Edge,"$28,999",2FMPK3K96JBB18796,"33,667 miles, automatic transmission, front wheel drive, 20 city / 29 hwy, 5 Seats","Auto Climate Control, Cooled Seats, Dual-Zone Climate Control, Keyless Entry Keypad, Navigation System, Rear Heated Seats, Remote Start, Seat Memory, Steering Wheel Controls, Rear Parking Sensors, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Halogen Headlights, Heated Mirrors"
2019 Ford Mustang,"$34,590",1FATP8FFXK5151796,"57,371 miles, manual transmission, rear wheel drive, 4 Seats","Power Liftgate Release, Push Button Start, Tilt & Telescoping Wheel, LED Fog Lights"
2021 Dodge Durango,"$47,990",1C4SDHCT7MC660042,"19,473 miles, automatic transmission, rear wheel drive, 360 horsepower, gas engine, 14 city / 22 hwy, 7 Seats","Heated Seats, Navigation System, Power Liftgate Release, Push Button Start, Tilt & Telescoping Wheel, Bluetooth Wireless, Electronic Stability Control, Fog Lights, Premium Wheels"
2021 Jeep Grand Cherokee,"$36,590",1C4RJFAG2MC546418,"2,053 miles, automatic transmission, four wheel drive, 293 horsepower, gas engine, 18 city / 25 hwy, 5 Seats","Keyless Entry, Tilt & Telescoping Wheel, Bluetooth Wireless, Blind-Spot Alert, Electronic Stability Control, Fog Lights"
2018 Subaru Outback,"$26,999",4S4BSACC2J3380291,"21,978 miles, automatic transmission, all wheel drive, 175 horsepower, gas engine, 25 city / 32 hwy, 5 Seats","Dual-Zone Climate Control, Heated Seats, Keyless Entry, Steering Wheel Controls, Rear-View Camera, Tire Pressure Monitoring System, Halogen Headlights, Roof Rails"
2019 Subaru Forester,"$29,499",JF2SKAJC5KH493911,"37,139 miles, automatic transmission, all wheel drive, 182 horsepower, gas engine, 26 city / 33 hwy, 5 Seats","Adaptive Cruise Control, Auto Climate Control, Heated Seats, Keyless Entry, Steering Wheel Controls, Handsfree/Bluetooth Integration, Collision Warning System, Lane Departure Warning, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Heated Mirrors, LED Fog Lights, Roof Rails, Turn Signal Mirrors"
2018 Honda Accord,"$25,999",1HGCV1F37JA267848,"26,613 miles, automatic transmission, front wheel drive, 192 horsepower, gas engine, 29 city / 35 hwy, 5 Seats","19 Inch Wheels, Adjustable Steering Wheel, Air Conditioning, Android Auto, Anti-Theft System, Apple Carplay, Auto Climate Control, Braking Assist, Child Safety Locks, Daytime Running Lights, Dual Exhaust, Dual-Zone Climate Control, Front Airbags (Driver), Front Airbags (Passenger), Handsfree/Bluetooth Integration, Keyless Ignition, Lane Departure Warning, Leather Steering Wheel, Leatherette Seats, Power Mirrors"
2020 Nissan Pathfinder,"$26,499",5N1DR2BM7LC581482,"41,587 miles, automatic transmission, four wheel drive, 284 horsepower, gas engine, 19 city / 26 hwy, 7 Seats","Adaptive Cruise Control, Passive Keyless Entry, Remote Start, Three-Zone Climate Control, Handsfree/Bluetooth Integration, Blind Spot Monitor, Individual Tire Pressure Monitoring System, Rear Parking Sensors, Rear-View Camera, Automatic Headlights, Roof Rails, Turn Signal Mirrors"
2017 Dodge Challenger,"$40,999",2C3CDZFJ9HH555434,"43,067 miles, automatic transmission, rear wheel drive, 485 horsepower, gas engine, 14 city / 23 hwy, 5 Seats","Adaptive Cruise Control, Dual-Zone Climate Control, Heated Seats, Heated Steering Wheel, Navigation System, Rain-Sensing Wipers, Remote Keyless Entry, Remote Start, Steering Wheel Controls, Android Auto, Apple Carplay, Handsfree/Bluetooth Integration, Premium Sound System, Blind Spot Monitor, Collision Warning System, Rear Parking Sensors, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Automatic Headlights"
2020 Dodge Grand Caravan,"$26,999",2C4RDGEG4LR179079,"45,596 miles, automatic transmission, front wheel drive, 283 horsepower, gas engine, 17 city / 25 hwy, 7 Seats","Heated Seats, Heated Steering Wheel, Navigation System, Power Liftgate, Remote Start, Steering Wheel Controls, Three-Zone Climate Control, Aux Audio Adapter, Handsfree/Bluetooth Integration, Subwoofer, No pressure, Rear-View Camera, Stability Control, Automatic Headlights, Heated Mirrors"
2018 Volvo S90,"$38,499",LVY992ML5JP007251,"23,861 miles, automatic transmission, all wheel drive, 22 city / 31 hwy, 5 Seats","Adaptive Cruise Control, Dual-Zone Climate Control, Heated Seats, Heated Steering Wheel, Navigation System, Seat Memory, Steering Wheel Controls, Android Auto, Apple Carplay, Bower & Wilkins Sound System, Blind Spot Monitor, Collision Warning System, Front Parking Sensors, Head-Up Display, Lane Departure Warning, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Adaptive Headlights, Heated Mirrors, Supercharger, Turn Signal Mirrors"
2019 BMW X3,"$36,999",5UXTR7C58KLE97451,"16,579 miles, automatic transmission, rear wheel drive, 248 horsepower, gas engine, 23 city / 30 hwy, 5 Seats","Auto Climate Control, Dual-Zone Climate Control, Passive Keyless Entry, Power Liftgate, Rain-Sensing Wipers, Seat Memory, Steering Wheel Controls, Handsfree/Bluetooth Integration, Premium Sound System, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Automatic Headlights, Heated Mirrors, Turn Signal Mirrors"
2018 Nissan Rogue,"$23,990",JN8AT2MVXJW300497,"23,218 miles, automatic transmission, all wheel drive, 170 horsepower, gas engine, 25 city / 32 hwy, 5 Seats","Heated Seats, Navigation System, Push Button Start, Bluetooth Wireless, Blind-Spot Monitor"
2020 Ford Fusion,"$21,590",3FA6P0G7XLR108399,"30,968 miles, automatic transmission, front wheel drive, 173 horsepower, gas engine, 21 city / 31 hwy, 5 Seats",
2020 Kia Forte,"$20,999",3KPF34AD0LE217487,"16,190 miles, automatic transmission, front wheel drive, 147 horsepower, gas engine, 29 city / 40 hwy, 5 Seats","Remote Keyless Entry, Steering Wheel Controls, Android Auto, Apple Carplay, Handsfree/Bluetooth Integration, Blind Spot Monitor, Collision Warning System, Lane Departure Warning, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Automatic Headlights, Heated Mirrors, Turn Signal Mirrors"
2018 Alfa Romeo Stelvio,"$31,999",ZASFAKBN1J7B96963,"21,722 miles, automatic transmission, all wheel drive, 280 horsepower, gas engine, 22 city / 28 hwy, 5 Seats","Dual-Zone Climate Control, Heated Seats, Heated Steering Wheel, Power Liftgate, Rain-Sensing Wipers, Remote Keyless Entry, Remote Start, Steering Wheel Controls, Handsfree/Bluetooth Integration, Harman/Kardon Sound System, Blind Spot Monitor, Rear-View Camera, Heated Mirrors, LED Lights, Roof Rails"
2018 Ford Fusion,"$18,990",3FA6P0HD3JR153119,"81,157 miles, automatic transmission, front wheel drive, 21 city / 32 hwy, 5 Seats","Push Button Start, Tilt & Telescoping Wheel, Bluetooth Wireless"
2018 Subaru Outback,"$24,990",4S4BSAAC6J3273862,"49,731 miles, automatic transmission, all wheel drive, 175 horsepower, gas engine, 25 city / 32 hwy, 5 Seats","ABS (4-Wheel), AM/FM Stereo, Air Conditioning, Alarm System, Alloy Wheels, Backup Camera, Bluetooth Wireless, Cruise Control, Daytime Running Lights, Dual Air Bags, F&R Head Curtain Air Bags, Hill Descent Control, Hill Holder, Keyless Entry, Power Door Locks, Power Steering, Power Windows, Rear Roof Spoiler, Roof Rack, Side Air Bags"
